date,close,open,high,low,Vol.,change%
22/03/2017,42850,43.425,43.425,42.525,"3,59M","-2,45%"
23/03/2017,42500,42.85,43.2,42.5,"1,25M","-0,82%"
24/03/2017,43150,42.2,43.15,42.2,"1,17M","1,53%"
27/03/2017,43350,43.15,43.5,43.1,"832,70K","0,46%"
29/03/2017,43650,43.35,44,43.35,"2,03M","0,69%"
30/03/2017,43700,43.8,43.8,42.75,"1,18M","0,11%"
31/03/2017,43325,43.4,43.5,42.975,"2,27M","-0,86%"
3/4/2017,43875,43.4,43.975,43.4,"2,97M","1,27%"
4/4/2017,44275,43.875,44.275,43.425,"1,61M","0,91%"
5/4/2017,45000,44.275,45,43.85,"1,34M","1,64%"
6/4/2017,45000,45,45,44.575,"1,33M","0,00%"
7/4/2017,45100,45,45.4,44.9,"2,05M","0,22%"
10/4/2017,45300,45.2,45.325,44.9,"653,80K","0,44%"
11/4/2017,44900,45.4,45.5,44.9,"1,14M","-0,88%"
12/4/2017,45475,45,45.475,45,"640,60K","1,28%"
13/04/2017,45325,45.5,45.5,45.025,"764,00K","-0,33%"
17/04/2017,45300,45.325,45.5,45.175,"1,19M","-0,06%"
18/04/2017,45300,45.3,45.35,45.15,"1,62M","0,00%"
20/04/2017,45300,45.425,45.425,45.15,"849,80K","0,00%"
21/04/2017,45525,45.3,45.6,44.5,"1,21M","0,50%"
25/04/2017,45300,45.45,45.45,45.1,"1,22M","-0,49%"
26/04/2017,45800,44.8,45.8,44.675,"2,00M","1,10%"
27/04/2017,45750,45.775,45.8,45.225,"1,97M","-0,11%"
28/04/2017,44500,45.4,45.4,44.325,"1,90M","-2,73%"
2/5/2017,45300,44.85,45.4,44.8,"2,32M","1,80%"
3/5/2017,45100,45.3,45.425,45.1,"768,90K","-0,44%"
4/5/2017,45425,45.175,45.5,45,"2,58M","0,72%"
5/5/2017,45475,45.55,45.85,45.375,"3,64M","0,11%"
8/5/2017,46000,45.75,46.3,45.525,"2,92M","1,15%"
9/5/2017,46200,46,46.425,46,"2,63M","0,43%"
10/5/2017,46350,46.2,46.45,46.1,"2,92M","0,32%"
12/5/2017,46800,46.475,47.025,46.35,"3,30M","0,97%"
15/05/2017,48000,46.85,48,46.85,"3,01M","2,56%"
16/05/2017,47800,48,48.575,47.375,"1,51M","-0,42%"
17/05/2017,47750,48,48.1,47.625,"2,48M","-0,10%"
18/05/2017,47575,47.75,47.75,46.8,"2,34M","-0,37%"
19/05/2017,48750,47.325,50.025,46.85,"2,40M","2,47%"
22/05/2017,47450,49.5,49.5,47.275,"3,31M","-2,67%"
23/05/2017,48650,47.7,48.65,47.15,"2,31M","2,53%"
24/05/2017,47725,47.55,47.925,47.25,"2,25M","-1,90%"
26/05/2017,47700,47.5,48.025,47.2,"1,61M","-0,05%"
29/05/2017,47325,47.8,47.9,47.225,"810,70K","-0,79%"
30/05/2017,46000,47.2,47.45,46,"2,04M","-2,80%"
31/05/2017,46175,46.4,47.025,46.075,"4,85M","0,38%"
2/6/2017,46900,46.25,47.025,46.25,"1,39M","1,57%"
5/6/2017,47175,46.75,47.2,46.575,"655,40K","0,59%"
6/6/2017,46825,47.15,47.25,46.8,"669,20K","-0,74%"
7/6/2017,47200,46.9,47.35,46.9,"939,90K","0,80%"
8/6/2017,47550,47.2,47.75,47.175,"983,70K","0,74%"
9/6/2017,47550,47.3,48.1,47.1,"1,13M","0,00%"
12/6/2017,47200,47.7,48.1,47.2,"1,01M","-0,74%"
13/06/2017,47900,47.7,47.975,47.3,"610,40K","1,48%"
14/06/2017,48500,47.9,48.5,47.85,"1,80M","1,25%"
15/06/2017,48850,48.5,48.975,48.35,"886,00K","0,72%"
16/06/2017,47800,48.6,48.85,47.325,"3,55M","-2,15%"
19/06/2017,47600,47.65,47.9,47.2,"1,10M","-0,42%"
20/06/2017,48250,47.775,48.425,47.5,"1,03M","1,37%"
21/06/2017,49000,48.25,49,48.025,"1,61M","1,55%"
22/06/2017,48800,49.2,49.5,48.8,"1,60M","-0,41%"
3/7/2017,49450,49.5,49.525,48.65,"2,85M","1,33%"
4/7/2017,48750,48.85,49.1,48.725,"1,14M","-1,42%"
5/7/2017,48500,49.025,49.3,48.1,"1,86M","-0,51%"
6/7/2017,48900,48.125,48.95,48.05,"931,30K","0,82%"
7/7/2017,48100,48.5,48.775,47.8,"897,50K","-1,64%"
10/7/2017,46725,48.1,48.15,46.525,"1,72M","-2,86%"
11/7/2017,47500,47.275,47.5,46.625,"1,08M","1,66%"
12/7/2017,48300,47.5,48.5,47.25,"1,22M","1,68%"
13/07/2017,48500,48.5,48.6,48.15,"2,00M","0,41%"
14/07/2017,48600,48.15,48.6,47.675,"768,20K","0,21%"
17/07/2017,48325,48.575,48.575,47.925,"1,01M","-0,57%"
18/07/2017,47650,48,48,47.425,"1,42M","-1,40%"
19/07/2017,47500,47.65,47.65,47.175,"1,85M","-0,31%"
20/07/2017,48275,47.45,48.3,47.3,"1,39M","1,63%"
21/07/2017,47725,48.275,48.275,47.625,"692,50K","-1,14%"
24/07/2017,48350,47.9,48.6,47.8,"2,17M","1,31%"
25/07/2017,48050,48.35,48.4,48,"1,95M","-0,62%"
26/07/2017,47750,48.3,48.4,47.75,"1,68M","-0,62%"
27/07/2017,47800,48,48,47.325,"2,09M","0,10%"
28/07/2017,48375,47.8,48.6,47.375,"1,54M","1,20%"
31/07/2017,48950,48.1,49.55,47.7,"3,56M","1,19%"
1/8/2017,48475,49.1,49.1,48.4,"1,23M","-0,97%"
2/8/2017,48475,48.5,48.525,48.25,"1,26M","0,00%"
3/8/2017,47700,48.25,48.3,47.675,"2,79M","-1,60%"
4/8/2017,47575,47.625,47.75,47.525,"2,13M","-0,26%"
7/8/2017,47075,47.5,47.65,46.925,"2,30M","-1,05%"
8/8/2017,47425,47.225,47.525,47.2,"1,48M","0,74%"
9/8/2017,48100,47.525,48.1,47.525,"2,17M","1,42%"
10/8/2017,48025,47.8,48.025,47.375,"903,60K","-0,16%"
11/8/2017,47500,47.9,47.9,47.3,"1,52M","-1,09%"
14/08/2017,48250,47.75,48.5,47.675,"992,10K","1,58%"
15/08/2017,48300,48.225,49,47.9,"1,37M","0,10%"
16/08/2017,49350,48.8,49.4,48.2,"2,04M","2,17%"
18/08/2017,49475,49.2,49.5,49.15,"1,58M","0,25%"
21/08/2017,48325,49.475,49.5,48.075,"924,50K","-2,32%"
22/08/2017,49275,48.4,49.3,48.4,"1,76M","1,97%"
23/08/2017,49925,49.35,50,49.125,"1,25M","1,32%"
24/08/2017,49500,49.85,49.925,48.45,"1,67M","-0,85%"
25/08/2017,49950,49.7,50.475,49.05,"2,21M","0,91%"
28/08/2017,49800,49.925,49.925,49.75,"667,50K","-0,30%"
29/08/2017,50500,49.925,50.55,49.775,"3,05M","1,41%"
30/08/2017,50500,50.75,51,50.5,"2,52M","0,00%"
31/08/2017,50550,51,51,50.225,"1,77M","0,10%"
4/9/2017,50975,50.55,51.2,50.55,"1,59M","0,84%"
5/9/2017,51000,50.85,51.025,50.4,"960,40K","0,05%"
6/9/2017,50600,50.5,50.725,50.4,"1,57M","-0,78%"
7/9/2017,50600,50.6,50.8,50.45,"1,09M","0,00%"
8/9/2017,50800,50.6,50.9,50.5,"1,06M","0,40%"
11/9/2017,50525,50.6,51,50.525,"964,20K","-0,54%"
12/9/2017,50600,50.6,51.075,50.575,"1,27M","0,15%"
13/09/2017,51200,50.6,51.4,50.6,"1,05M","1,19%"
14/09/2017,51100,51,51.75,50.875,"1,50M","-0,20%"
15/09/2017,50925,51.35,51.5,50.4,"2,65M","-0,34%"
18/09/2017,51000,50.925,51.175,50.075,"1,02M","0,15%"
19/09/2017,51000,51.425,51.425,50.6,"1,93M","0,00%"
20/09/2017,51000,51,51.15,50.525,"1,63M","0,00%"
22/09/2017,50000,51,51.025,49.875,"2,61M","-1,96%"
25/09/2017,49700,50,50.025,48.975,"2,00M","-0,60%"
26/09/2017,49350,49.7,49.775,49.15,"1,70M","-0,70%"
27/09/2017,50000,49.825,50.15,49.55,"2,12M","1,32%"
28/09/2017,49200,50.125,50.45,49.075,"2,54M","-1,60%"
29/09/2017,48975,49.6,50.35,48.975,"1,93M","-0,46%"
2/10/2017,50150,49.2,50.15,49.2,"1,35M","2,40%"
3/10/2017,50825,50.175,51.175,50.025,"2,25M","1,35%"
4/10/2017,50900,51,51.15,50.825,"2,07M","0,15%"
5/10/2017,50100,50.9,50.9,50.025,"1,72M","-1,57%"
6/10/2017,49975,50.5,50.5,49.9,"1,22M","-0,25%"
9/10/2017,49800,50,50.275,49.5,"1,05M","-0,35%"
10/10/2017,49325,50,50.1,49.2,"1,80M","-0,95%"
11/10/2017,48875,49.3,49.3,48.625,"2,70M","-0,91%"
12/10/2017,49000,48.875,49.5,48.875,"2,22M","0,26%"
13/10/2017,49250,49.025,49.45,48.6,"1,51M","0,51%"
16/10/2017,49200,49.2,49.2,48.55,"2,99M","-0,10%"
17/10/2017,50000,49.2,50,49.2,"1,83M","1,63%"
18/10/2017,49975,50.05,50.2,49.6,"1,76M","-0,05%"
19/10/2017,49675,50,50,49.675,"1,67M","-0,60%"
20/10/2017,49550,49.675,50,49.4,"1,05M","-0,25%"
23/10/2017,49150,49.55,49.75,49.1,"1,10M","-0,81%"
24/10/2017,49150,49.5,49.8,49.05,"1,29M","0,00%"
25/10/2017,49500,49.2,49.5,49.075,"2,22M","0,71%"
26/10/2017,49525,49.525,49.525,49.075,"2,61M","0,05%"
27/10/2017,49150,49.1,49.525,49.05,"1,88M","-0,76%"
30/10/2017,49150,49.15,49.6,48.9,"1,32M","0,00%"
31/10/2017,49600,49.95,49.95,49.25,"2,21M","0,92%"
1/11/2017,49600,49.25,49.775,49.25,"959,70K","0,00%"
2/11/2017,49075,49.775,49.775,49.05,"3,01M","-1,06%"
3/11/2017,49875,49.15,49.9,49.075,"1,14M","1,63%"
6/11/2017,49175,49.2,49.8,49.05,"2,38M","-1,40%"
7/11/2017,49350,49.5,49.5,49.2,"1,29M","0,36%"
8/11/2017,49450,49.3,49.5,49.3,"759,10K","0,20%"
9/11/2017,49300,49.5,49.5,49.3,"1,29M","-0,30%"
10/11/2017,49175,49.25,49.65,49.15,"1,58M","-0,25%"
13/11/2017,49225,49.15,49.725,49.15,"1,56M","0,10%"
14/11/2017,48975,49.15,49.25,48.975,"2,11M","-0,51%"
15/11/2017,48975,48.975,49.225,48.95,"2,23M","0,00%"
16/11/2017,49250,48.925,49.8,48.925,"1,68M","0,56%"
17/11/2017,49650,49.15,50,49.15,"2,31M","0,81%"
20/11/2017,49425,49.475,49.9,49.425,"1,82M","-0,45%"
21/11/2017,49400,49.425,49.825,49,"2,04M","-0,05%"
22/11/2017,49450,49.4,49.7,49.2,"1,96M","0,10%"
23/11/2017,49350,49.6,49.7,49.225,"808,90K","-0,20%"
24/11/2017,49800,49.675,49.8,49.15,"1,95M","0,91%"
27/11/2017,50400,49.8,50.4,49.3,"1,87M","1,20%"
28/11/2017,51000,50.25,51,49.925,"2,47M","1,19%"
29/11/2017,50225,50.5,51,50.075,"3,10M","-1,52%"
30/11/2017,49300,50,50,49.3,"6,81M","-1,84%"
4/12/2017,49300,49.3,49.9,49.075,"2,52M","0,00%"
5/12/2017,49650,49.5,50.6,49.5,"1,95M","0,71%"
6/12/2017,49650,49.475,50.05,49.475,"1,95M","0,00%"
7/12/2017,50300,49.5,50.325,49.5,"1,19M","1,31%"
8/12/2017,50900,50.3,50.9,50.225,"969,00K","1,19%"
11/12/2017,51000,50.95,52.5,50.7,"1,80M","0,20%"
12/12/2017,51100,51,51.5,50.95,"944,70K","0,20%"
13/12/2017,51000,51.1,51.225,50.5,"950,80K","-0,20%"
14/12/2017,51000,51,51.4,50.625,"2,55M","0,00%"
15/12/2017,52125,50.7,52.125,50.675,"4,21M","2,21%"
18/12/2017,52975,52.15,52.975,51.325,"1,56M","1,63%"
19/12/2017,54100,52.1,54.1,52.05,"2,83M","2,12%"
20/12/2017,53000,54.1,54.1,52.9,"4,84M","-2,03%"
21/12/2017,53550,53,53.975,52.7,"2,95M","1,04%"
22/12/2017,54125,53.5,54.175,53.3,"1,93M","1,07%"
27/12/2017,54125,53.8,54.2,53.8,"3,17M","0,00%"
28/12/2017,54400,54.15,54.4,53.05,"2,91M","0,51%"
29/12/2017,55900,54.4,55.975,54.375,"2,55M","2,76%"
2/1/2018,55875,56.175,58.1,55,"2,42M","-0,04%"
3/1/2018,54000,55.875,55.9,53.2,"2,76M","-3,36%"
4/1/2018,53400,53.4,54,53.275,"1,93M","-1,11%"
5/1/2018,54000,53.4,54,53.175,"1,78M","1,12%"
8/1/2018,54400,54,54.7,54,"1,36M","0,74%"
9/1/2018,53500,54.425,54.525,53.5,"3,13M","-1,65%"
10/1/2018,54200,53.5,54.425,53.5,"1,50M","1,31%"
11/1/2018,54375,54.2,54.375,53.825,"1,56M","0,32%"
12/1/2018,54250,54.375,54.575,53.7,"1,17M","-0,23%"
15/01/2018,54600,54.25,54.6,54.25,"1,06M","0,65%"
16/01/2018,55000,54.6,55,54.6,"1,39M","0,73%"
17/01/2018,54350,54.8,54.8,54.3,"4,71M","-1,18%"
18/01/2018,54350,54.35,54.85,54.325,"1,89M","0,00%"
19/01/2018,54450,54.35,55,54.3,"2,81M","0,18%"
22/01/2018,54400,54.45,54.5,54.375,"2,35M","-0,09%"
23/01/2018,55500,54.5,55.5,54.3,"1,86M","2,02%"
24/01/2018,55600,55.5,55.675,54.9,"1,78M","0,18%"
25/01/2018,55025,55.7,55.775,55.025,"1,38M","-1,03%"
26/01/2018,54550,55.125,55.55,54.5,"1,45M","-0,86%"
29/01/2018,55400,55,55.4,54.6,"1,93M","1,56%"
30/01/2018,54875,55.4,55.45,54.75,"2,68M","-0,95%"
31/01/2018,54400,54.875,55.7,52.5,"2,83M","-0,87%"
1/2/2018,54400,54.5,55.35,54.4,"1,68M","0,00%"
2/2/2018,55025,55.35,55.375,54.5,"2,84M","1,15%"
5/2/2018,54125,53.95,55,53.95,"2,02M","-1,64%"
6/2/2018,53900,53.5,54.775,53.5,"6,11M","-0,42%"
7/2/2018,54675,54.5,54.9,54.5,"2,52M","1,44%"
8/2/2018,54375,54.95,54.95,54,"2,05M","-0,55%"
9/2/2018,55400,54.5,55.4,54.325,"2,41M","1,89%"
12/2/2018,55000,55.2,55.55,54.6,"1,98M","-0,72%"
13/02/2018,54925,55,55.2,54.65,"1,56M","-0,14%"
14/02/2018,54500,54.6,54.9,54.275,"1,53M","-0,77%"
15/02/2018,54550,54.3,55,54.3,"2,12M","0,09%"
19/02/2018,54800,54.5,54.95,54.3,"1,36M","0,46%"
20/02/2018,54450,55,55,54.1,"2,06M","-0,64%"
21/02/2018,54500,54.325,54.5,54.2,"1,72M","0,09%"
22/02/2018,54000,54.5,54.65,54,"2,19M","-0,92%"
23/02/2018,54450,54.45,54.675,53.95,"2,73M","0,83%"
26/02/2018,53975,54.45,54.45,53.9,"1,42M","-0,87%"
27/02/2018,53975,53.8,53.975,53.75,"2,77M","0,00%"
28/02/2018,53900,54.5,54.6,53.725,"4,10M","-0,14%"
1/3/2018,53975,53.9,54.2,53.875,"1,79M","0,14%"
2/3/2018,53900,54.25,54.35,53.775,"1,21M","-0,14%"
5/3/2018,53975,54.5,54.5,53.975,"3,20M","0,14%"
6/3/2018,52525,53.8,53.975,52.525,"1,90M","-2,69%"
7/3/2018,51150,52.7,52.8,51,"4,10M","-2,62%"
8/3/2018,51200,51.3,52,51.175,"2,59M","0,10%"
9/3/2018,50550,51.2,51.325,50.2,"2,43M","-1,27%"
12/3/2018,50450,50.825,51.025,50.275,"3,29M","-0,20%"
13/03/2018,50450,50.45,50.5,50.175,"2,27M","0,00%"
14/03/2018,50125,50.75,50.9,50.05,"873,50K","-0,64%"
15/03/2018,50125,50.05,50.5,49.45,"1,45M","0,00%"
16/03/2018,49700,50.1,50.15,49.15,"4,46M","-0,85%"
19/03/2018,49900,49.7,50,49.7,"779,60K","0,40%"
20/03/2018,50000,49.5,50,49.5,"1,31M","0,20%"
21/03/2018,51275,50.25,51.275,50.25,"1,58M","2,55%"
22/03/2018,50750,51.8,51.8,50.275,"1,87M","-1,02%"
23/03/2018,50975,49.4,50.975,49.35,"2,47M","0,44%"
26/03/2018,50350,51,51.05,50.3,"2,30M","-1,23%"
27/03/2018,50000,50.5,51.225,49.725,"1,25M","-0,70%"
28/03/2018,49400,50,50,49.375,"876,70K","-1,20%"
29/03/2018,49525,49.4,49.625,48.975,"2,25M","0,25%"
2/4/2018,50200,50.15,50.35,49.55,"1,39M","1,36%"
3/4/2018,50100,50.15,50.4,49.9,"1,04M","-0,20%"
4/4/2018,49550,50.1,50.35,49.05,"1,02M","-1,10%"
5/4/2018,50025,49.9,50.225,49.9,"621,40K","0,96%"
6/4/2018,50775,50.025,50.8,49.575,"612,70K","1,50%"
9/4/2018,51900,50.775,51.9,50.45,"1,15M","2,22%"
10/4/2018,52000,51.9,52,50.475,"1,77M","0,19%"
11/4/2018,51900,52.1,52.5,51.75,"1,38M","-0,19%"
12/4/2018,51700,51.7,51.75,50.95,"1,18M","-0,39%"
13/04/2018,50200,51.15,51.65,50.2,"947,10K","-2,90%"
16/04/2018,51525,50.35,51.65,50.25,"1,05M","2,64%"
17/04/2018,51450,51.275,51.6,51.275,"2,03M","-0,15%"
18/04/2018,51575,51.1,51.9,51.1,"1,42M","0,24%"
19/04/2018,52100,51.575,52.1,51.35,"1,91M","1,02%"
20/04/2018,51125,52.1,52.1,51,"2,15M","-1,87%"
23/04/2018,50800,51.1,51.1,50.725,"3,65M","-0,64%"
24/04/2018,48000,50.3,50.3,48,"5,81M","-5,51%"
25/04/2018,46000,47.8,47.8,46,"4,31M","-4,17%"
26/04/2018,45000,46.45,46.975,44.55,"4,17M","-2,17%"
27/04/2018,46150,45.9,46.5,45.15,"2,59M","2,56%"
30/04/2018,46350,46.15,47.35,46.15,"1,22M","0,43%"
2/5/2018,45950,46.6,46.75,45.4,"2,55M","-0,86%"
3/5/2018,45200,45.8,45.9,45.2,"1,43M","-1,63%"
4/5/2018,45350,45,45.675,44.9,"1,27M","0,33%"
7/5/2018,47900,45.8,47.975,45.8,"1,94M","5,62%"
8/5/2018,47050,47.9,47.925,46.9,"1,88M","-1,77%"
9/5/2018,49450,46.125,49.525,46.125,"3,97M","5,10%"
11/5/2018,49000,48.5,49.625,48.4,"4,31M","-0,91%"
14/05/2018,49325,49,49.325,48.475,"1,18M","0,66%"
15/05/2018,47450,49,49.025,47,"2,02M","-3,80%"
16/05/2018,45750,46.5,47.1,45.3,"3,45M","-3,58%"
17/05/2018,45500,45.8,46.35,45.5,"4,67M","-0,55%"
18/05/2018,46175,45.6,46.35,45.6,"2,38M","1,48%"
21/05/2018,46200,46.275,46.675,45.8,"1,16M","0,05%"
22/05/2018,46200,46.975,47.05,46.175,"1,93M","0,00%"
23/05/2018,46400,46.45,47.1,46.3,"1,47M","0,43%"
24/05/2018,48100,46.85,48.225,46.775,"1,62M","3,66%"
25/05/2018,46800,48,48,46.775,"2,00M","-2,70%"
28/05/2018,47100,46.8,47.325,46.5,"1,79M","0,64%"
30/05/2018,46550,47.1,47.95,46.5,"2,48M","-1,17%"
31/05/2018,45600,46.65,47.35,45.4,"7,60M","-2,04%"
4/6/2018,45400,45.6,46.2,45.4,"2,72M","-0,44%"
5/6/2018,46800,45.6,46.8,45.45,"2,19M","3,08%"
6/6/2018,46200,46.8,46.9,46.075,"2,11M","-1,28%"
7/6/2018,46200,46.35,46.625,46.2,"1,20M","0,00%"
8/6/2018,45400,45.9,46.225,45.4,"5,10M","-1,73%"
20/06/2018,44275,46.1,46.1,44.275,"5,94M","-2,48%"
21/06/2018,44200,44.7,45.05,43.875,"2,89M","-0,17%"
22/06/2018,44200,44.2,44.8,43.9,"3,04M","0,00%"
25/06/2018,45000,44.3,45.5,43.9,"1,73M","1,81%"
26/06/2018,44550,45,45.025,44.5,"1,87M","-1,00%"
27/06/2018,44425,44.55,45.95,44.4,"2,12M","-0,28%"
28/06/2018,44550,44.5,45.5,44.025,"2,68M","0,28%"
29/06/2018,46100,44.6,46.1,44.6,"2,18M","3,48%"
2/7/2018,45350,45.9,45.95,45.2,"1,04M","-1,63%"
3/7/2018,44675,45,45.2,44.05,"1,37M","-1,49%"
4/7/2018,46475,44.825,46.5,44.125,"1,08M","4,03%"
5/7/2018,46250,46.2,46.7,45.45,"976,80K","-0,48%"
6/7/2018,45750,46.15,46.4,45.4,"1,31M","-1,08%"
9/7/2018,46400,46.2,46.4,45.575,"732,10K","1,42%"
10/7/2018,47125,46.8,47.15,46.55,"1,40M","1,56%"
11/7/2018,47525,47,47.625,46.6,"1,59M","0,85%"
12/7/2018,46900,47.55,47.55,46.5,"976,90K","-1,32%"
13/07/2018,46900,46.7,47.325,46.65,"1,32M","0,00%"
16/07/2018,45750,47.3,47.35,45.2,"1,59M","-2,45%"
17/07/2018,45400,45.4,45.575,45.025,"793,80K","-0,77%"
18/07/2018,45775,45.05,45.775,45.05,"869,30K","0,83%"
19/07/2018,44750,45.75,45.8,44.75,"1,60M","-2,24%"
20/07/2018,44200,44.85,44.925,44.2,"1,39M","-1,23%"
23/07/2018,44500,44.2,44.8,44.15,"1,16M","0,68%"
24/07/2018,44500,44.75,44.875,44.425,"1,13M","0,00%"
25/07/2018,44050,44.5,44.5,43.975,"1,17M","-1,01%"
26/07/2018,43925,44.075,44.4,43.825,"2,13M","-0,28%"
27/07/2018,44325,43.925,44.325,43.575,"1,47M","0,91%"
30/07/2018,44100,44.4,44.4,43.85,"1,84M","-0,51%"
31/07/2018,43250,43.8,43.8,42.65,"3,90M","-1,93%"
1/8/2018,44725,43.7,44.725,43.375,"2,83M","3,41%"
2/8/2018,44950,44.725,45.225,44.5,"1,56M","0,50%"
3/8/2018,44950,44.95,45.175,44.45,"1,17M","0,00%"
6/8/2018,44725,44.95,45.175,44.575,"2,76M","-0,50%"
7/8/2018,43550,44.6,44.725,43.35,"3,75M","-2,63%"
8/8/2018,43000,43.8,43.975,42.975,"3,03M","-1,26%"
9/8/2018,43000,43,43.4,42.9,"1,53M","0,00%"
10/8/2018,43550,43.4,43.6,43.175,"1,24M","1,28%"
13/08/2018,42600,43.55,43.55,42.575,"1,47M","-2,18%"
14/08/2018,41000,42.6,42.6,40.4,"5,20M","-3,76%"
15/08/2018,40800,41.1,41.475,40.475,"1,62M","-0,49%"
16/08/2018,42525,40.8,42.55,40.6,"2,46M","4,23%"
20/08/2018,42350,42.6,43.2,42.35,"2,15M","-0,41%"
21/08/2018,42600,42.375,43.45,42.375,"1,18M","0,59%"
23/08/2018,43350,42.7,43.4,42,"2,83M","1,76%"
24/08/2018,43000,43.5,43.5,42.775,"1,02M","-0,81%"
27/08/2018,43700,43,43.7,42.8,"1,48M","1,63%"
28/08/2018,44175,43.7,44.175,43.6,"1,74M","1,09%"
29/08/2018,44450,44.175,44.525,43.2,"2,26M","0,62%"
30/08/2018,44300,44.45,44.6,43.775,"1,40M","-0,34%"
31/08/2018,43850,43.5,43.975,43.175,"2,25M","-1,02%"
3/9/2018,43675,43.95,43.95,43.475,"1,10M","-0,40%"
4/9/2018,43975,43.725,44,43.15,"1,04M","0,69%"
5/9/2018,41600,43.95,43.95,41,"2,78M","-5,40%"
6/9/2018,42075,41.6,43,41.6,"3,00M","1,14%"
7/9/2018,44475,42.15,44.55,42.15,"3,76M","5,70%"
10/9/2018,45525,44.475,45.525,43.75,"4,86M","2,36%"
12/9/2018,46125,45.55,46.6,45.525,"4,04M","1,32%"
13/09/2018,46550,46.125,46.575,46.05,"1,89M","0,92%"
14/09/2018,47100,46.5,47.225,46.25,"2,66M","1,18%"
17/09/2018,46050,47.1,47.125,45.65,"1,72M","-2,23%"
18/09/2018,45525,45.95,46.05,45,"2,59M","-1,14%"
19/09/2018,46200,45.55,46.8,45.55,"1,44M","1,48%"
20/09/2018,46625,46.475,47.15,46.475,"2,48M","0,92%"
21/09/2018,47075,47.1,47.1,46.8,"2,40M","0,97%"
24/09/2018,47075,47.1,47.15,46.975,"2,02M","0,00%"
25/09/2018,46000,47.075,47.1,46,"1,47M","-2,28%"
26/09/2018,46075,46,47.1,45.975,"1,85M","0,16%"
27/09/2018,47150,46.1,47.2,46.075,"1,87M","2,33%"
28/09/2018,47025,47.15,47.2,46.9,"1,68M","-0,27%"
1/10/2018,46300,46.525,47.2,46.275,"1,32M","-1,54%"
2/10/2018,45775,46.3,46.5,45.775,"1,54M","-1,13%"
3/10/2018,44850,45.775,46.05,44.6,"1,09M","-2,02%"
4/10/2018,43025,44.85,44.85,42.85,"3,20M","-4,07%"
5/10/2018,42675,43.025,43.15,42.3,"2,38M","-0,81%"
8/10/2018,44200,42.8,45,42.8,"2,39M","3,57%"
9/10/2018,44400,44.2,44.85,43.225,"1,17M","0,45%"
10/10/2018,44900,44.8,45,44.2,"1,13M","1,13%"
11/10/2018,44100,44,44.65,43,"2,34M","-1,78%"
12/10/2018,44300,44.1,45.2,44,"1,56M","0,45%"
15/10/2018,43600,44.675,44.9,43.6,"1,05M","-1,58%"
16/10/2018,45600,43.675,45.6,43.675,"1,53M","4,59%"
17/10/2018,45000,45.625,45.725,44.55,"1,33M","-1,32%"
18/10/2018,44600,45,45,44.2,"1,88M","-0,89%"
19/10/2018,44850,44.2,44.975,43.85,"1,86M","0,56%"
22/10/2018,44475,44.85,45.15,44.425,"1,50M","-0,84%"
23/10/2018,44500,44.8,45.15,44.25,"1,67M","0,06%"
24/10/2018,43000,44.25,44.475,43,"2,50M","-3,37%"
25/10/2018,44300,42.2,44.5,42.2,"2,68M","3,02%"
26/10/2018,44175,44,44.4,44,"800,70K","-0,28%"
29/10/2018,43950,44.4,44.5,43.7,"724,80K","-0,51%"
30/10/2018,44500,43.95,44.5,43.8,"1,90M","1,25%"
31/10/2018,43225,44.75,44.8,42.75,"4,97M","-2,87%"
1/11/2018,42200,43.5,43.575,42.025,"4,71M","-2,37%"
2/11/2018,42725,42.8,42.9,42.275,"3,73M","1,24%"
5/11/2018,43075,42.725,43.3,42.725,"2,06M","0,82%"
6/11/2018,43000,43.275,43.4,42.65,"2,15M","-0,17%"
7/11/2018,42200,43,43,42.025,"5,66M","-1,86%"
8/11/2018,42300,42.475,42.7,42.225,"3,29M","0,24%"
9/11/2018,40325,41.05,41.8,40.125,"12,53M","-4,67%"
12/11/2018,39375,40.5,40.775,38.9,"5,40M","-2,36%"
13/11/2018,39950,39.375,40.3,39,"4,09M","1,46%"
14/11/2018,40000,40.025,40.9,40,"2,81M","0,13%"
15/11/2018,41100,40.25,41.225,40.25,"2,65M","2,75%"
16/11/2018,41475,41.3,41.85,40.65,"3,67M","0,91%"
19/11/2018,41300,41.8,41.8,41.025,"1,94M","-0,42%"
21/11/2018,40900,40.6,40.925,40,"3,00M","-0,97%"
22/11/2018,41125,41,41.3,40.6,"1,85M","0,55%"
23/11/2018,42150,41.1,42.25,40.925,"2,26M","2,49%"
26/11/2018,42125,42.15,42.5,41.6,"2,58M","-0,06%"
27/11/2018,42250,42,42.25,41.75,"1,63M","0,30%"
28/11/2018,40500,42.25,42.25,40.5,"1,91M","-4,14%"
29/11/2018,42100,41.3,42.2,41.3,"2,66M","3,95%"
30/11/2018,42250,42.1,42.5,42.05,"3,60M","0,36%"
3/12/2018,43800,42.75,44,42.75,"4,49M","3,67%"
4/12/2018,44000,43.8,44.05,43.175,"3,86M","0,46%"
5/12/2018,43750,43,43.75,42.9,"1,61M","-0,57%"
6/12/2018,44200,43,44.2,43,"1,92M","1,03%"
7/12/2018,44000,43.5,44.175,43.5,"1,79M","-0,45%"
10/12/2018,43950,44,44.1,43.7,"1,27M","-0,11%"
11/12/2018,43675,44,44,43.65,"1,01M","-0,63%"
